category,Description
Ice creams,Ice creams and sorbets
Fruits de mer cuits surgelés,Fruits de mer surgelés
Pizzas au fromage,Pizzas
Poêlées surgelées à la sarladaise,Poêlées
Vin blanc sec à 11°,Vins blancs secs
Sirops de fruits,Sirops simples
Sirops de fruits,Sirops aromatisés
Sirops de violette,Boissons avec sucre ajouté
Fruits à coques et dérivés,Matières grasses
Huiles aromatisées,Mélanges d'huiles
Huiles aromatisées,Huiles de tournesol
Huile d olive vierge extra bio,Huiles d'olive vierges
Gras de bœuf,Matières grasses animales
Ravioli aux champignons,Ravioli frais
Ravioli aux champignons,Ravioli
sauce tomate au basilic,Ravioles
Foie de volaille,Volailles
Foie de volaille,Plats préparés frais
Œufs de cailles,Œufs
Nuggets de dinde,Dindes panées
Pilons de poulet cuits au four,Manchons de poulet
Dindes,Poulets
Dindes,Dinde et dérivés
Cordons bleus,Préparations à la dinde
Cordons bleus,Poulets
Cordons bleus,Préparations au poulet
Escalopes de dinde panées,Dindes panées
Lardons de dinde,Lardons de volaille
Dés de dinde,Dindes
Filet de poulet halal,
Cordons bleus végétariens,Cordons bleus
Cordons bleus végétariens,Produits panés
Fromages au lait cru,Fromages de France
Coteaux Varois en Provence,Vins français
Côtes de Gascogne,Vins français
Dos de cabillaud,Morues
Moules du Pacifique,Moules
Poêlé perigourdine,Poele perigourdine
Colins,Poissons maigres
Aillets surgelés,Riz cantonais
Poêlées,Légumes surgelés
Poêlées,Plats préparés
Pain grillé en tranches au froment,Petits pains grillés
Café de Colombie,Boissons sans sucre ajouté
Café de Colombie,Cafés moulus
Pommes rissolees surgelees,Pommes rissolées surgelées cuites
Mélanges de champignons,Salades vertes
Shortcrust pastry,Pie dough
Sorbets à la poire,Crème glacée gourmande en bac
Empanada de bacalao,Poissons panés de cabillaud
Beurres salés,Beurres demi sel
Chocolate and hazelnut cookies,Chocolate chip cookies
Moutardes fines,Moutardes
Moutardes fines,Moutardes de Dijon
Thés à la vanille,Boissons sans sucre ajouté
Thés à la vanille,Boissons au thé
Pâtes de blé dur semi complet,Spaghettis de blé dur
Desserts de soja à la vanille,Crèmes dessert vanille végétaliennes
Ratatouille à la provençale,Ratatouilles
Biscuits aux oeufs,Biscuits au chocolat au lait
Galettes,Biscuits secs
Galettes,Galettes de légumes panées
Galettes,Crêpes et galettes
Galettes,Biscuits sablés
Feuilleté salé,Plats préparés au poisson
Feuilleté salé,Plats préparés
Blancs de poulet doré au four,Cooked chicken breast slices
Blancs de poulet doré au four,Blancs de poulet reconstitués
Brocolis surgelés,Brocolis
Lardons de saumon,Saumons fumés
Lardons de saumon,Saumons fumés d'élevage
Saucissons cuits,Saucissons à l'ail
Saucissons cuits,Cervelas
Oignons jaunes,Oignons
Oignons jaunes,Oignons frais
Gésiers de poulet,Gésiers
Rillettes de porc,Rillettes de viande rouge
Aliments à base de plantes séchés,Mélanges de fruits secs
Aliments à base de plantes séchés,Amandes décortiquées
Aliments à base de plantes séchés,Pruneaux d'Agen
Aliments à base de plantes séchés,Fruits secs
Aliments à base de plantes séchés,Abricots secs
Produits de la plante de courge,Pignons de pin décortiqués
Pistaches sans sel,Pistaches
Fruits à coques,Fruits à coques et dérivés
Mélanges de fruits,Aliments à base de plantes séchés
Mélange de fruits,Aliments à base de plantes séchés
Cacahuètes caramélisées,Confiseries de fruits à coques
Amandes entières,Amandes
Maïs,Céréales en grains
Almond paste,Marzipan
Pistaches,Fruits à coques
Graines de courge en coque grillées,Graines de courge grillées
Faugères,Vins rosés
Ristes d'aubergines,Aubergines préparées
Cantal,Fromages au lait cru
Cantal,Fromages à pâte pressée non cuite
Productos de montaña,Quesos
Cantal jeune,Cantal
Saint nectaire,Fromages à pâte pressée non cuite
Saint nectaire,Fromages pasteurisés
Sodas à l'anis,Boissons avec sucre ajouté
Boison,Lagers
Bières bio,Lagers
Amber beers,Beers
Sauces au beurre blanc,Sauces pour poissons
Fromages Ail et fines herbes,Fromages à tartiner
Cheese spreads,Goat cheeses
Cheese spreads,Salted spreads
Blocs de feta,Fetan
Cubes de feta,Fetan
Goat cheeses,Cheeses
Fromage allege,Fromages à tartiner
Fromages alleges,Fromages à tartiner
Fromages alleges,Bûche de chèvre
Fromage frais pasteurisé,Cheese spreads
Organic eggs,Œufs frais
Riz Basmati bruns,Riz Basmati
Chia,Céréales en grains
Graines de courge,Graines de courge et dérivés
Cubic appetizer cheese,Fromages de chèvre
Samoussas aux légumes,Samoussas
Nems aux légumes,Plats préparés d'origine végétale
Desserts de soja au caramel,Dessert au soja aromatisé
Hülsenfrüchte und Hülsenfruchtprodukte,Pflanzliche Lebensmittel
Yaourts soja natures,Desserts au soja
Yaourts soja natures,Desserts de jus de soja fermenté
Yaourts soja aux fruits mixés,Yaourts de soja aux fruits
Yaourts de soja aux fruits,Desserts de jus de soja fermenté
Yaourts soja au citron,Yaourts aux fruits
Fruit soy yogurts,Soy milk yogurts
Yaourts de soja à la myrtille,Desserts au soja
Coffee desserts,Soy desserts
Crèmes dessert végétaliennes,Desserts au soja
Fromages blancs au lait de brebis,Fromages blancs
Fromages blancs au lait de brebis,Fromages blancs aromatisés
Fromages blancs au lait de chèvre,Fromages blancs
Yaourts à la myrtille,Yaourts brassés
Yaourts à la myrtille,Yaourts aux fruits
Sheep's milk cheeses,French cheeses
Sheep's milk cheeses,Cheeses
Boissons aux fruits et au soja,Boissons végétales de soja
Boissons végétales,Boissons à base de végétaux
Substituts de viande,Alternatives à la viande
Viandes hachées pur bœuf,Viandes hachées
Tripes,Tripes à la mode de Caen
Joue de boeuf,Plats préparés à la viande
Jarret cuit,Jarret
Demi sel,Porc
Filets mignons de porc,Porc
Filet mignon de porc,Porc
Paupiettes de porc,Porc
Farces,Préparations de viande hachée
Biscottes de froment,Biscottes
eau de source,
Glaces,Glaces et sorbets
Ice cream log,Yule log
Soupes & Potages,Soupes
Soupes & Potages,Veloutés de poireaux
Soupes & Potages,Soupes de légumes
Soupes & Potages,Cream of vegetable soups
Soupes & Potages,Gaspacho
Soupes & Potages,Soupes de carottes
Soupes & Potages,Plats préparés
Soupes & Potages,Veloutés de légumes
Dried products to be rehydrated,Dried products
Mochi glacés,Desserts glacés
Mochi glacés,Mochi
Surimi on sticks,Surimi
Languedoc,Gâteaux
Plats au thon,Plats à base de pommes de terre
Chickpeas,Pulses
Blés,Semoules de blé dur
Blés,Céréales en grains
Salades mechouia,Plats préparés en conserve
Harissas,Piments rouges
Harissas,Sauces
Sauces samouraï,Sauces
Sauces andalouses,Sauces
Tortillas,Tortillas de blé
Sirops de glucose,Sirops
Vinaigres,Condiments
Yaourts sucrés,Yaourts aux fruits
Yaourts sucrés,Yaourts
Viande de lapin,Viandes
Laits emprésurés au chocolat,Laits emprésurés
Laits emprésurés au caramel,Laits emprésurés
Yaourts & Fromages Blancs,Fromages blancs
Yaourts & Fromages Blancs,Yaourts brassés nature
Yaourts & Fromages Blancs,Yaourts sur lit de fruits
Yaourts & Fromages Blancs,Yaourts entiers
Yaourts & Fromages Blancs,Yaourts au lait de brebis
Yaourts & Fromages Blancs,Yaourts natures
Yaourts au citron,Yaourts aux fruits
Yaourts au citron,Yaourts à boire
Yaourts au citron,Yaourts au lait de vache
Mousse à la crème de marrons rayon frais,Mousses lactées
Crudites,Carottes râpées
Salade mesclun,
Coeurs de laitues,Laitues
Carottes fraîches,Légumes frais
Basilic fraîche,Basilic
Ciboulette fraîche,Ciboulette
Radis roses frais,Radis rouges
Sauces caesar,Vinaigrettes
Radis,Légumes et dérivés
Vanilla junkets,Junkets
Muscat de Beaumes de Venise,Muscats
Lentilles cuisinées,
Carottes en rondelles,Carottes
Salades de lentilles,Entrées froides
Salades de lentilles,Plats à base de lentilles
Salades de pâtes au surimi,Salade de pâtes au poisson
Œufs de poules élevées en cage,Œufs de poules
Oeufs de France,Œufs de poules élevées en plein air
Plats aux noix de Saint Jacques,Plats aux fruits de mer
Mollusc,Seafood
Préparations de poisson,Produits à tartiner salés
Préparations de poisson,Plats préparés au poisson
Préparations de poisson,Salades composées
Préparations de poisson,Produits de la mer
Rhums arrangés,Rhums français
Rhum de la Réunion,Rhums français
Infusions minceur,Boissons sans sucre ajouté
Paninis,Sandwichs au fromage
Confitures d'orange,Confiture de fruits allégée en sucres
Confitures d'orange,Confitures d'agrumes
Nourriture pour bebe,Maïs doux d'Aquitaine
Menus Viandes pour bébé,Dès 18 mois
Menus Viandes pour bébé,Assiettes pour bébé
Menus Viandes pour bébé,Plats principaux pour bébé
Menus Viandes pour bébé,Dès 6 mois
Dès 4 mois,
Jardinière,
Purées de panais,Plats préparés d'origine végétale
Purées de patates douces,Petits pots pour bébé
Dès 8 mois,Goûters et desserts pour bébé
Dès 8 mois,Desserts lactés
Repas pour bébé,Dès 8 mois
Repas pour bébé,Dès 6 mois
Desserts lactés pour bébé,Goûters et desserts pour bébé
Desserts lactés pour bébé,Dès 8 mois
Lait de croissance pour enfants en bas âge,Laits de croissance
Laits de croissance,Laits pour bébé
Jus d'orange,Jus de fruits
Pâtes au poisson,Pâtes en sauce aux fromages
Pâtes au poisson,Plats à base de pâtes
Gratin de légumes à la béchamel,Gratins de légumes
Rhums industriels,Rhums
Nectars de fruit de la passion,Nectars de fruits
Amuse bouches,Blinis
Olives dénoyautées,Olives
Olives dénoyautées,Olives marinées
Olives dénoyautées,Olives vertes
Acras de morue,Préparations de poisson
Olives,Plant based pickles
Olives,Pickles d'origine végétale
Taramas au crabe,Taramas
Houmous,Trempettes
Fromage frais fouetté,Fromages à la crème
Tartine,Apéro
Artichauts,Légumes tiges
Falafels,Boulettes végétariennes
Produits à tartiner sucrés,Produits à tartiner
Oeufs de truite,Truites fumées
Œufs de lump,Semi conserves
Oeufs de lompes rouges,Œufs de lump
Fromages au lait thermisé,Fromages en tranches
Légumineuses en conserve,Légumineuses sèches
Desserts de lait de coco fermenté,Desserts végétaliens fermentés
Desserts de lait de coco fermenté,Yaourts
Compotes pommes cerise,Compotes allégées
Compotes pommes passion,Compotes sans sucres
Compotes pommes mûre,Compotes de pomme
Compotes pommes myrtille,Compotes de pomme
Compote sans sucre ajoutés,Compotes sans sucres
Compote pomme citron,Compotes de pomme
Crémant de Bourgogne,Vins effervescents
Vins mousseux,Vins rosés
Vins mousseux,Clairette de Die
Vins mousseux,Vins effervescents
Vins mousseux,Crémant de Bourgogne
Jurançon sec,Jurançon
Pouligny Saint Pierre,Fromages à pâte molle à croûte naturelle
Brick,Feuilles de brick
Pâté fritons,Charcuteries diverses
Saumon à l'oseille et riz,Plats préparés à réchauffer au micro ondes
Galettes au poulet,Galettes à la viande
Emince de poulet,Poulets rôtis
Rougail saucisse,Plats préparés à réchauffer au micro ondes
Plats préparés à réchauffer au four,Moussaka
Poisson blanc à la bordelaise,Plats préparés au poisson blanc cuit
Jambon cuit supérieur découenné,Jambons blancs
Jambon sans couenne,White hams with less salt
Jambon sans couenne,Jambons blancs
Jambon cuit supérieur à teneur réduite en sel,Jambon cuit supérieur découenné
Cooked chicken breast slices,Cooked poultry breast slices
Cooked turkey breast slices,Cooked poultry breast slices
Vegan,Substituts de viande à partir de protéines de pois
Porc au caramel,Plats au porc
Tajine de boeuf,Tajine
Plats à la dinde,Plats préparés à réchauffer au micro ondes
Traiteur,Plats préparés à réchauffer au micro ondes
Risottos aux cèpes,Risottos aux champignons
Chorizos de dinde,Chorizo
Saucissons de dinde,Saucisses de dinde
Gratins de choux fleurs,Gratins de légumes
E,Sauces au poivre
Munsters,Fromages à pâte molle à croûte lavée
Crêpes fourrées au chocolat,Goûter sec fourré (sandwiché) parfum chocolat
Crêpes fourrées au chocolat,Crêpes fourrées sucrées
Aligots,Plats préparés réfrigérés
Fromages à pâte pressée,Tommes
Crêpes sucrées,Crêpes fourrées au chocolat
Haddocks fumés,Poissons fumés
Mackerel fillets,Mackerels
Popcorn salé,Popcorn
Popcorn,Snacks sucrés
Popcorn,Snacks
Confitures de bananes,Confitures de fruits tropicaux
Thon aux Epices,Thons en conserve
Crabes,Crustacés
Miettes de crabe,Préparations à base de crabes
édulcorant de table,Édulcorants
Édulcorants de table,Sucres
Édulcorants de table,Sucralose
Édulcorants de table,Steviol glycosides
Édulcorants de table,Succédanés du sucre
Tabletop sweeteners,Steviol glycosides
Xylitol,Édulcorants naturels
Yaourts sur lit de fruits,Yaourts à la myrtille
Yaourts sur lit de fruits,Yaourts à la framboise
Yaourts sur lit de fruits,Yaourts aux fruits
Yaourts sur lit de fruits,Yaourts entiers
Yaourts sur lit de fruits,Yaourts à la poire
Enfants,Yaourts à boire
Yaourt à boire à la framboise,Yaourts à boire
Yaourts à l'abricot,Yaourts aux fruits
Spécialités laitières aromatisées,Spécialités laitières
Huiles d'olive aromatisées à la truffe,Huiles d'olive aromatisées
Confitures multifruits,Confitures
Confitures d'agrumes,Confitures multifruits
Confitures de melon,Confitures
Confitures de mûres,Confitures de fruits rouges
Confitures d'ananas,Confitures de fruits tropicaux
Confitures de mangues,Confitures de fruits tropicaux
Confits d'oignons,Oignons et dérivés
Pâtes à tartiner salées,Produits à tartiner salés
Glaces à l'eau,Desserts glacés
Glaces à l'eau,Glaces
Gambas,Crevettes
Penaeus vannamei,Crevettes bio
Crustacés élaborés frais,Crevettes décortiquées
Huile de tournesol vierge bio,Huiles de tournesol
Biscuits apéritif soufflés à la tomate,Biscuits apéritifs soufflés à base de pomme de terre
Chips de lentilles,Biscuits apéritifs soufflés
Chips de lentilles,Chips de pommes de terre
Chips de lentilles,Chips
Chips  goût crème oignons,Chips
Salty snacks made from potato,Flavoured potato crisps
Salty snacks made from potato,Crisps
Puffed salty snacks made from maize with peanuts,Puffed salty snacks
Churros,Plats au poulet
Pomme de terre dauphine surgelée crue,Churros
Saint agur,Fromages à pâte persillée français
Beaujolais nouveau,Beaujolais
Légumes feuilles,Légumes et dérivés
Céréales en grains,Céréales et dérivés
Pizzas et tartes surgelées,Tartes
Pizzas et tartes surgelées,Pizzas au fromage
Crêpes jambon emmental,
Mousse nature,Fromages blancs natures
Purées de brocolis,Purées de légumes
Blancs de dinde reconstitués,Blancs de dinde en tranches
Steaks de thon albacore,Thons albacore
Tiramisu au café,Tiramisu
Crèmes,Fromages
Crèmes,Produits laitiers
Oeufs labellisés,Œufs de poules élevées en plein air
Viande bovine surgelée,Steaks de bœuf hachés
Lasagnes végétariennes,Lasagnes au fromage de chèvre et épinards
Lasagnes végétariennes,Plats préparés à réchauffer au micro ondes
Pains au lait au chocolat,Pains au lait
Champignons surgelés,Champignons
Taramas au saumon,Taramas
Filet de porc séché,
Cakes aux légumes,Légumes préparés
Allumettes de lardons,Charcuteries à cuire
Beaufort,Fromages de France
Ossau Iraty,Fromages de brebis
Foies gras cuits,Foies gras de canard entiers
Pommes allumettes,
Pains de mie blancs,Pains de mie
Valençay,Fromages au lait cru
Tartares de saumon,Saumons d'élevage
Toast croustillant,Pains grillés
Vollkornbrot pain de seigle complet bio,Pain de seigle complet
Gaufres,Pâtisseries
Steaks hachés frais,Viandes fraîches
Potimarrons,Pulpe de potimarron
Potimarrons,Courges
Clementines bio,Clémentines fraîches
Oranges fraîches,Oranges
Endives fraîches,Endives
Limande du nord,Poissons panés
Limande du nord,Poissons
Crêpes dentelle,Biscuits apéritifs
Fleurs de sel,Sels non raffinés
Jus d'ananas à base de concentré,Jus d'ananas
Galettes sablées,Biscuits sablés
Noix,Fruits à coques
Biscottes completes bio,Biscottes complètes
Pétales de céréales aux fruits,Céréales extrudées
Confitures de lait,Produits à tartiner sucrés
Farfalles,Pâtes de blé dur
Farfalles,Durum wheat pasta
Filets de sardines à la tomate,Sardines sans huile
Cereals per esmorzar,Cereals i derivats
Café du Costa Rica,Boissons sans sucre ajouté
Riz long complet bio,Riz long complet
Fraises gélifiées,Bonbons gélifiés
Sauces tomates aux olives,Sauces aux olives
Sauces tomates aux olives,Sauces provençales
Sauces tomates aux olives,Sauces tomate
Ristes,Plats préparés d'origine végétale
Piperade basquaise,Plats préparés en conserve
Artichauts en conserve,Artichauts
Gourdes de compote de pomme,Compotes pommes nature
Légumes grillés a l huile de tournesol,Artichauts
